,movieId,rating,title,genres
111,109633,5.0,"Garden of Words, The (Koto no ha no niwa) (2013)",Animation|Romance
112,128914,5.0,Tom Segura: Completely Normal (2014),Comedy
113,42556,5.0,7 Faces of Dr. Lao (1964),Fantasy|Mystery|Western
114,129514,5.0,George Carlin: It's Bad for Ya! (2008),Comedy
115,3951,5.0,Two Family House (2000),Drama
116,122092,5.0,Guy X (2005),Comedy|War
117,121781,5.0,Stuart Little 3: Call of the Wild (2005),Animation|Children|Comedy|Fantasy
118,633,5.0,Denise Calls Up (1995),Comedy
119,6983,5.0,Jane Eyre (1944),Drama|Romance
120,4180,5.0,Reform School Girls (1986),Action|Drama
121,50999,5.0,"Ugly Duckling and Me!, The (2006)",Animation|Comedy
122,6835,5.0,Alien Contamination (1980),Action|Horror|Sci-Fi
123,117531,5.0,Watermark (2014),Documentary
124,118270,5.0,Hellbenders (2012),Comedy|Horror|Thriller
125,115727,5.0,Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981),Action|Adventure
126,53280,5.0,"Breed, The (2006)",Horror|Thriller
127,118834,5.0,National Lampoon's Bag Boy (2007),Comedy
128,53355,5.0,Sun Alley (Sonnenallee) (1999),Comedy|Romance
129,114265,5.0,Laggies (2014),Comedy|Romance
130,118894,5.0,Scooby-Doo! Abracadabra-Doo (2010),Animation|Children|Mystery
131,4135,5.0,"Monster Squad, The (1987)",Adventure|Comedy|Horror
132,53578,5.0,"Valet, The (La doublure) (2006)",Comedy
133,113829,5.0,"One I Love, The (2014)",Comedy|Drama|Romance
134,120130,5.0,Into the Forest of Fireflies' Light (2011),Animation|Drama|Fantasy
135,120138,5.0,PK (2014),Comedy|Drama|Fantasy|Mystery|Romance
136,6611,5.0,Umberto D. (1952),Drama
137,626,5.0,"Thin Line Between Love and Hate, A (1996)",Comedy
138,4116,5.0,Hollywood Shuffle (1987),Comedy
139,3942,5.0,Sorority House Massacre II (1990),Horror
140,3941,5.0,Sorority House Massacre (1986),Horror
141,109241,5.0,On the Other Side of the Tracks (De l'autre côté du périph) (2012),Action|Comedy|Crime
142,107771,5.0,Only Lovers Left Alive (2013),Drama|Horror|Romance
143,134109,5.0,Radio Day (2008),Comedy
144,134796,5.0,Bitter Lake (2015),Documentary
145,134847,5.0,Ghost Graduation (2012),Comedy
146,3851,5.0,I'm the One That I Want (2000),Comedy
147,136341,5.0,Scooby-Doo! and the Samurai Sword (2009),Animation|Children|Comedy
148,136353,5.0,Scooby-Doo! and the Loch Ness Monster (2004),Animation|Children|Comedy
149,136355,5.0,Big Top Scooby-Doo! (2012),Animation|Children|Comedy
150,136359,5.0,Scooby-Doo Goes Hollywood (1979),Animation|Children|Comedy
151,136445,5.0,George Carlin: Back in Town (1996),Comedy
152,136447,5.0,George Carlin: You Are All Diseased (1999),Comedy
153,136469,5.0,Larry David: Curb Your Enthusiasm (1999),Comedy
154,136503,5.0,Tom and Jerry: Shiver Me Whiskers (2006),Animation|Children|Comedy
155,6442,5.0,Belle époque (1992),Comedy|Romance
156,136556,5.0,Kung Fu Panda: Secrets of the Masters (2011),Animation|Children
157,136834,5.0,The Eye: Infinity (2005),Horror
158,136850,5.0,Villain (1971),Crime|Drama|Thriller
159,59814,5.0,Ex Drummer (2007),Comedy|Crime|Drama|Horror
160,7122,5.0,King of Hearts (1966),Comedy|Drama|War
161,138632,5.0,Tokyo Tribe (2014),Action|Crime|Drama|Sci-Fi
162,134095,5.0,My Love (2006),Animation|Drama
163,134004,5.0,What Love Is (2007),Comedy|Romance
164,3940,5.0,Slumber Party Massacre III (1990),Horror
165,40491,5.0,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy|Drama
166,3939,5.0,Slumber Party Massacre II (1987),Horror
167,130970,5.0,George Carlin: Life Is Worth Losing (2005),Comedy
168,108795,5.0,Wonder Woman (2009),Action|Adventure|Animation|Fantasy
169,130978,5.0,Love and Pigeons (1985),Comedy|Romance
170,467,5.0,Live Nude Girls (1995),Comedy
171,131098,5.0,Saving Santa (2013),Animation|Children|Comedy
172,131130,5.0,Tom and Jerry: A Nutcracker Tale (2007),Animation|Comedy
173,131237,5.0,What Men Talk About (2010),Comedy
174,131610,5.0,Willy/Milly (1986),Comedy|Fantasy
175,7071,5.0,"Woman Under the Influence, A (1974)",Drama
176,131724,5.0,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary
177,108078,5.0,Chinese Puzzle (Casse-tête chinois) (2013),Comedy|Romance
178,132153,5.0,Buzzard (2015),Comedy|Drama|Horror
179,132333,5.0,Seve (2014),Documentary|Drama
180,2969,5.0,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance
181,4402,5.0,Dr. Goldfoot and the Bikini Machine (1965),Comedy
182,2972,5.0,Red Sorghum (Hong gao liang) (1987),Drama|War
183,107951,5.0,Hunting Elephants (2013),Comedy|Crime
184,7096,5.0,Rivers and Tides (2001),Documentary
185,162344,5.0,Tom Segura: Mostly Stories (2016),Comedy
186,6818,5.0,Come and See (Idi i smotri) (1985),Drama|War
187,3567,5.0,Bossa Nova (2000),Comedy|Drama|Romance
188,5088,5.0,"Going Places (Valseuses, Les) (1974)",Comedy|Crime|Drama
189,92494,5.0,Dylan Moran: Monster (2004),Comedy|Documentary
190,173963,5.0,Empties (2007),Comedy
191,25906,5.0,Mr. Skeffington (1944),Drama|Romance
192,174551,5.0,Obsession (1965),Comedy
193,25887,5.0,Tales of Manhattan (1942),Comedy|Drama
194,3473,5.0,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy
195,93008,5.0,"Very Potter Sequel, A (2010)",Comedy|Musical
196,93022,5.0,Miss Nobody (2010),Comedy|Crime
197,5241,5.0,Seems Like Old Times (1980),Comedy|Romance
198,93320,5.0,Trailer Park Boys (1999),Comedy|Crime
199,175293,5.0,Gena the Crocodile (1969),Animation|Children
200,5244,5.0,Shogun Assassin (1980),Action|Adventure
201,77846,5.0,12 Angry Men (1997),Crime|Drama
202,78836,5.0,Enter the Void (2009),Drama
203,175387,5.0,On the Trail of the Bremen Town Musicians (1973),Adventure|Animation|Children
204,175397,5.0,"In the blue sea, in the white foam. (1984)",Animation|Children|Fantasy
205,175431,5.0,Bobik Visiting Barbos (1977),Animation|Comedy
206,5745,5.0,"Four Seasons, The (1981)",Comedy|Drama
207,5723,5.0,Continental Divide (1981),Comedy|Romance
208,176601,5.0,Black Mirror,(no genres listed)
209,87834,5.0,My Life as McDull (Mak dau goo si) (2001),Animation|Comedy|Drama
210,167064,5.0,I Am Not Your Negro (2017),Documentary
211,86721,5.0,Idiots and Angels (2008),Animation|Drama|Fantasy
212,91355,5.0,Asterix and the Vikings (Astérix et les Vikings) (2006),Adventure|Animation|Children|Comedy|Fantasy
213,53,5.0,Lamerica (1994),Adventure|Drama
214,7815,5.0,True Stories (1986),Comedy|Musical
215,25947,5.0,Unfaithfully Yours (1948),Comedy
216,173619,5.0,Fugitives (1986),Comedy|Crime
217,179135,5.0,Blue Planet II (2017),Documentary
218,26078,5.0,Advise and Consent (1962),Drama
219,91386,5.0,Happy Feet Two (2011),Animation|Children|Comedy|IMAX
220,172583,5.0,Investigation Held by Kolobki (1986),Animation
221,79897,5.0,Get Low (2009),Comedy|Drama|Mystery
222,172585,5.0,Karlson Returns (1970),Adventure|Animation|Children
223,171749,5.0,Death Note: Desu nôto (2006–2007),(no genres listed)
224,172587,5.0,Vacations in Prostokvashino (1980),Animation
225,172589,5.0,Winter in Prostokvashino (1984),Animation
226,26147,5.0,"Thousand Clowns, A (1965)",Comedy|Drama|Romance
227,172637,5.0,Priklyucheniya Kapitana Vrungelya (1979),Action|Adventure|Animation|Comedy
228,26169,5.0,Branded to Kill (Koroshi no rakuin) (1967),Action|Crime|Drama
229,172705,5.0,Tickling Giants (2017),Documentary
230,172793,5.0,Vovka in the Kingdom of Far Far Away (1965),Adventure|Animation|Children|Fantasy
231,26073,5.0,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
232,1310,5.0,Hype! (1996),Documentary
233,90943,5.0,Into the Abyss (2011),Documentary
234,172875,5.0,A Detective Story (2003),Animation|Sci-Fi
235,148,5.0,"Awfully Big Adventure, An (1995)",Drama
236,172909,5.0,Cheburashka (1971),Animation
237,80124,5.0,Sisters (Syostry) (2001),Action|Crime|Drama
238,170777,5.0,There Once Was a Dog (1982),Animation|Children|Comedy
239,99,5.0,Heidi Fleiss: Hollywood Madam (1995),Documentary
240,173351,5.0,Wow! A Talking Fish! (1983),Animation|Children|Comedy|Fantasy
241,2075,5.0,Mephisto (1981),Drama|War
242,173355,5.0,Travels of an Ant (1983),Animation
243,5746,5.0,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi
244,170597,5.0,A Plasticine Crow (1981),Animation
245,179133,5.0,Loving Vincent (2017),Animation|Crime|Drama
246,3496,5.0,Madame Sousatzka (1988),Drama
247,76091,5.0,Mother (Madeo) (2009),Crime|Drama|Mystery|Thriller
248,3303,5.0,Black Tar Heroin: The Dark End of the Street (2000),Documentary
249,86668,5.0,Louis Theroux: Law & Disorder (2008),Documentary
250,85295,5.0,Scooby-Doo! Curse of the Lake Monster (2010),Adventure|Children|Comedy|Mystery
251,95311,5.0,Presto (2008),Animation|Children|Comedy|Fantasy
252,163925,5.0,"Wings, Legs and Tails (1986)",Animation|Comedy
253,2196,5.0,Knock Off (1998),Action
254,5513,5.0,Martin Lawrence Live: Runteldat (2002),Comedy|Documentary
255,26587,5.0,"Decalogue, The (Dekalog) (1989)",Crime|Drama|Romance
256,82744,5.0,Faster (2010),Action|Crime|Drama
257,184245,5.0,De platte jungle (1978),Documentary
258,1140,5.0,Entertaining Angels: The Dorothy Day Story (1996),Drama
259,3086,5.0,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical
260,163386,5.0,Winnie the Pooh and the Day of Concern (1972),Animation
261,8238,5.0,Little Murders (1971),Comedy|Crime
262,163112,5.0,Winnie the Pooh Goes Visiting (1971),Animation
263,163072,5.0,Winnie Pooh (1969),Animation|Children
264,83969,5.0,Down Argentine Way (1940),Comedy|Drama|Romance
265,3531,5.0,All the Vermeers in New York (1990),Comedy|Drama|Romance
266,187717,5.0,Won't You Be My Neighbor? (2018),Documentary
267,1151,5.0,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy
268,1349,5.0,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror
269,5416,5.0,Cherish (2002),Comedy|Drama|Thriller
270,84512,5.0,Girls About Town (1931),Comedy
271,5490,5.0,The Big Bus (1976),Action|Comedy
272,84273,5.0,Zeitgeist: Moving Forward (2011),Documentary
273,5468,5.0,20 Million Miles to Earth (1957),Sci-Fi
274,8580,5.0,Into the Woods (1991),Adventure|Comedy|Fantasy|Musical
275,95175,5.0,Front of the Class (2008),Drama
276,172577,5.0,Last Year's Snow Was Falling (1983),Animation|Children|Comedy|Fantasy
277,5537,5.0,Satin Rouge (2002),Drama|Musical
278,5607,5.0,"Son of the Bride (Hijo de la novia, El) (2001)",Comedy|Drama
279,165959,5.0,Alesha Popovich and Tugarin the Dragon (2004),Animation|Comedy|Drama
280,26366,5.0,Harlan County U.S.A. (1976),Documentary
281,166183,5.0,Junior and Karlson (1968),Adventure|Animation|Children
282,94810,5.0,Eva (2011),Drama|Fantasy|Sci-Fi
283,3096,5.0,My Man Godfrey (1957),Comedy
284,8804,5.0,"Story of Women (Affaire de femmes, Une) (1988)",Drama
285,26401,5.0,Last Hurrah for Chivalry (Hao xia) (1979),Action|Drama
286,5888,5.0,Brother (Brat) (1997),Crime|Drama
287,86237,5.0,Connections (1978),Documentary
288,8738,5.0,"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy|Drama|Musical|Romance
289,95149,5.0,Superman/Batman: Public Enemies (2009),Action|Animation|Fantasy
290,164367,5.0,The Girl with All the Gifts (2016),Drama|Horror|Sci-Fi|Thriller
291,26350,5.0,"Passenger, The (Professione: reporter) (1975)",Drama
292,5059,5.0,Little Dieter Needs to Fly (1997),Documentary
293,8911,5.0,Raise Your Voice (2004),Romance
294,5889,5.0,"Cruel Romance, A (Zhestokij Romans) (1984)",Drama|Romance
295,5328,5.0,Rain (2001),Drama|Romance
296,6460,4.9,"Trial, The (Procès, Le) (1962)",Drama
297,26810,4.833333333333333,Bad Boy Bubby (1993),Drama
298,115122,4.833333333333333,What We Do in the Shadows (2014),Comedy|Horror
299,177593,4.75,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
300,3224,4.75,Woman in the Dunes (Suna no onna) (1964),Drama
301,172591,4.75,The Godfather Trilogy: 1972-1990 (1992),(no genres listed)
302,7121,4.75,Adam's Rib (1949),Comedy|Romance
303,185135,4.75,Sherlock - A Study in Pink (2010),Crime
304,5772,4.75,My Dinner with André (1981),Drama
305,174053,4.75,Black Mirror: White Christmas (2014),Drama|Horror|Mystery|Sci-Fi|Thriller
306,44889,4.75,Reefer Madness: The Movie Musical (2005),Comedy|Drama|Musical
307,40412,4.75,Dead Man's Shoes (2004),Crime|Thriller
308,126430,4.75,The Pacific (2010),Action|Adventure|Drama|War
309,3302,4.75,Beautiful People (1999),Comedy
310,3855,4.75,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance
311,4298,4.75,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller
312,670,4.75,"World of Apu, The (Apur Sansar) (1959)",Drama
313,97866,4.75,"Imposter, The (2012)",Documentary
314,32582,4.75,"Wild Parrots of Telegraph Hill, The (2003)",Documentary
315,7486,4.75,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),Drama|Romance
316,64197,4.75,Hunger (2008),Drama
317,7767,4.75,"Best of Youth, The (La meglio gioventù) (2003)",Drama
318,100882,4.75,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),Adventure|Comedy|Fantasy|Romance|IMAX
319,73881,4.75,3 Idiots (2009),Comedy|Drama|Romance
320,5915,4.75,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
321,147376,4.75,Doctor Who: A Christmas Carol (2010),Sci-Fi
322,166024,4.75,Whiplash (2013),(no genres listed)
323,74727,4.75,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy|Crime|Drama|Mystery
324,30745,4.75,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),Comedy|Crime|Drama|Horror|Mystery
325,6254,4.75,"Awful Truth, The (1937)",Comedy|Romance
326,142115,4.75,The Blue Planet (2001),Documentary
327,74282,4.75,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance
328,31364,4.7,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller
329,1105,4.666666666666667,Children of the Corn IV: The Gathering (1996),Horror
330,2239,4.666666666666667,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
331,59141,4.666666666666667,Son of Rambow (2007),Children|Comedy|Drama
332,5833,4.666666666666667,Dog Soldiers (2002),Action|Horror
333,6345,4.666666666666667,"Chorus Line, A (1985)",Comedy|Drama|Musical
334,2511,4.666666666666667,"Long Goodbye, The (1973)",Crime|Film-Noir
335,2131,4.625,Autumn Sonata (Höstsonaten) (1978),Drama
336,43376,4.625,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama|War
337,38304,4.625,No Direction Home: Bob Dylan (2005),Documentary
338,55167,4.625,Tekkonkinkreet (Tekkon kinkurîto) (2006),Action|Adventure|Animation|Crime|Fantasy
339,4334,4.6,Yi Yi (2000),Drama
340,1041,4.590909090909091,Secrets & Lies (1996),Drama
341,106642,4.571428571428571,"Day of the Doctor, The (2013)",Adventure|Drama|Sci-Fi
342,3451,4.545454545454546,Guess Who's Coming to Dinner (1967),Drama
343,1178,4.541666666666667,Paths of Glory (1957),Drama|War
344,1337,4.5,"Body Snatcher, The (1945)",Drama|Horror|Thriller
345,5385,4.5,"Last Waltz, The (1978)",Documentary
346,71302,4.5,Attack of the 50 Foot Woman (1958),Comedy|Sci-Fi
347,71131,4.5,"Most Hated Family in America, The (2007)",Documentary
348,110591,4.5,Oculus (2013),Horror
349,4307,4.5,"Fast Food, Fast Women (2000)",Comedy|Romance
350,111146,4.5,Alpha and Omega 3: The Great Wolf Games (2014),Action|Adventure|Animation|Children|Comedy
351,4338,4.5,Twelve O'Clock High (1949),Drama|War
352,82366,4.5,Hatchet II (2010),Comedy|Horror|Thriller
353,5603,4.5,"Lavender Hill Mob, The (1951)",Comedy|Crime
354,71108,4.5,"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery
355,6545,4.5,I Capture the Castle (2003),Drama|Romance
356,4393,4.5,Another Woman (1988),Drama
357,4374,4.5,Let It Snow (1999),Comedy|Romance
358,4357,4.5,How to Marry a Millionaire (1953),Comedy|Drama|Romance
359,1406,4.5,La Cérémonie (1995),Crime|Drama|Mystery|Thriller
360,86487,4.5,Mildred Pierce (2011),Drama
361,57183,4.5,Like Stars on Earth (Taare Zameen Par) (2007),Drama
362,6533,4.5,"What's Up, Doc? (1972)",Comedy
363,109971,4.5,Ocho apellidos vascos (2014),Comedy
364,110350,4.5,Free to Play (2014),Documentary
365,4342,4.5,Big Eden (2000),Drama|Romance
366,5867,4.5,Thief (1981),Crime|Drama|Thriller
367,1112,4.5,Palookaville (1996),Action|Comedy|Drama
368,110330,4.5,Me and you (io e te) (2012),Drama
369,55687,4.5,My Kid Could Paint That (2007),Documentary
370,70708,4.5,Tetro (2009),Drama|Mystery
371,56060,4.5,I Served the King of England (Obsluhoval jsem anglického krále) (2006),Comedy|Drama|Romance|War
372,85736,4.5,BURN-E (2008),Adventure|Animation|Children|Sci-Fi
373,5890,4.5,Elling (2001),Comedy|Drama
374,111913,4.5,Lilting (2014),Drama
375,95633,4.5,Spirit Camp (2009),Horror
376,55020,4.5,"Ten, The (2007)",Comedy
377,53883,4.5,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",Documentary
378,96084,4.5,Hands Over the City (Le mani sulla città) (1963),Drama
379,4956,4.5,"Stunt Man, The (1980)",Action|Adventure|Comedy|Drama|Romance|Thriller
380,5938,4.5,Deathtrap (1982),Comedy|Crime|Mystery|Thriller
381,74342,4.5,"Captain Newman, M.D. (1963)",Comedy|Drama|War
382,84799,4.5,"Asphyx, The (1973)",Horror|Sci-Fi
383,5404,4.5,84 Charing Cross Road (1987),Drama|Romance
384,5919,4.5,Android (1982),Sci-Fi
385,112334,4.5,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",Documentary
386,95761,4.5,Killer Joe (2011),Crime|Thriller
387,115828,4.5,Copenhagen (2014),Adventure|Drama|Romance
388,51314,4.5,Golden Door (Nuovomondo) (2006),Adventure|Drama|Romance
389,51167,4.5,My Father and My Son (Babam ve oglum) (2005),Drama
390,116411,4.5,Tangerines (2013),Drama
391,84246,4.5,It Happened on Fifth Avenue (1947),Comedy|Romance
392,95690,4.5,Some Guy Who Kills People (2011),Comedy|Thriller
393,50851,4.5,Cocaine Cowboys (2006),Documentary
394,5901,4.5,Empire (2002),Crime|Drama
395,84844,4.5,Brother 2 (Brat 2) (2000),Crime|Drama
396,72554,4.5,Cell 211 (Celda 211) (2009),Action|Drama
397,6665,4.5,Dracula (1979),Horror|Romance
398,71999,4.5,Aelita: The Queen of Mars (Aelita) (1924),Action|Adventure|Drama|Fantasy|Romance|Sci-Fi|Thriller
399,112515,4.5,"Babadook, The (2014)",Drama|Horror|Thriller
400,55391,4.5,10th & Wolf (2006),Crime|Drama|Thriller
401,72104,4.5,Balance (1989),Animation|Drama|Mystery|Sci-Fi|Thriller
402,69529,4.5,Home (2009),Documentary
403,95313,4.5,Jack-Jack Attack (2005),Adventure|Animation|Children|Comedy
404,72178,4.5,Welcome to Dongmakgol (2005),Comedy|Drama|War
